Virus,VirusTaxID
rodent paramyxovirus rha_pum/ns25/rsa/2009,1112676
rodent paramyxovirus rha_pum/ns3-9/rsa/2009,1112674
rodent paramyxovirus rha_pum/ns44/rsa/2009,1112677
rodent paramyxovirus rha_pum/ns62/rsa/2009,1112675
rodent paramyxovirus rha_pum/ns66/rsa/2009,1112679
rodent paramyxovirus rha_pum/ns72/rsa/2009,1112681
cuiaba sripuvirus,2734402
rhimavirus a,2218594
rhinella marina endogenous retrovirus,2218595
xiamen guitarfish hepacivirus,2116369
bat coronavirus raccs203,2801851
bat coronavirus raccs224,2801852
bat coronavirus raccs253,2801853
bat coronavirus raccs264,2801854
bat coronavirus raccs271,2801855
bat associated circovirus 6,2003311
bat astrovirus ra/cw01/hainan,1523991
bat astrovirus ra/dl040/hainan,1523992
bat coronavirus rabtcov/3750,1788429
bat coronavirus rabtcov/4307-1,1788430
bat coronavirus rabtcov/4307-2,1788417
coronavirus btrs-betacov/yn2018a,2591234
coronavirus btrs-betacov/yn2018b,2591235
coronavirus btrs-betacov/yn2018c,2591236
coronavirus btrs-betacov/yn2018d,2591237
coronavirus btrt-betacov/gx2018,2591238
coronavirus predict cov-39,2042564
longquan loanvirus,2501379
paramyxovirus predict_pmv-42,1647242
qiongzhong bat virus,2716752
rhinolophus affinis bat coronavirus hku2-related,2691595
rhinolophus affinis bocaparvovirus 1,2488327
rhinolophus affinis coronavirus 162174,2856883
rhinolophus affinis coronavirus 171928,2856884
rhinolophus affinis coronavirus 171931,2856885
rhinolophus affinis coronavirus 171932,2856886
rhinolophus affinis coronavirus 171933,2856887
rhinolophus affinis coronavirus 171934,2856888
rhinolophus affinis coronavirus 171935,2856889
rhinolophus affinis coronavirus 171936,2856890
rhinolophus affinis coronavirus 171940,2856891
rhinolophus affinis coronavirus 171993,2856892
rhinolophus affinis coronavirus 171996,2856893
rhinolophus affinis coronavirus 172011,2856894
rhinolophus affinis coronavirus 172013,2856895
rhinolophus affinis coronavirus 172017,2856896
rhinolophus affinis coronavirus 172019,2856897
rhinolophus affinis coronavirus 172020,2856898
rhinolophus affinis coronavirus 172022,2856899
rhinolophus affinis coronavirus 172024,2856900
rhinolophus affinis coronavirus 172025,2856901
rhinolophus affinis coronavirus 172027,2856902
rhinolophus affinis coronavirus 172028,2856903
rhinolophus affinis coronavirus 172036,2856904
rhinolophus affinis coronavirus 172142,2856905
rhinolophus affinis coronavirus 172156,2856906
rhinolophus affinis coronavirus 172165,2856907
rhinolophus affinis coronavirus 172166,2856908
rhinolophus affinis foamy virus 1,1195371
rhinolophus affinis pestivirus 1,1195372
rhinolophus affinis picornavirus 1,1195366
rhinolophus affinis polyomavirus 1,2447809
rhinolophus affinis polyomavirus 2,2447810
rhinolophus affinis polyomavirus 3,2447811
rhinolophus affinis polyomavirus 4,2447812
rhinolophus affinis polyomavirus 5,2447813
rhinolophus bat coronavirus btcov/3750,1788485
rhinolophus bat coronavirus btcov/3994,1788489
rhinolophus bat coronavirus btcov/4307-1,1788495
rhinolophus bat coronavirus btcov/4307-2,1788496
rhinolophus bat coronavirus btcov/4991,1788497
rhinolophus rhabdovirus dpuer,2499246
adenovirus predict_adv-64,2710997
paramyxovirus predict_pmv-107,2711026
bat coronavirus bb98-15/bgr/2008,864589
bat coronavirus bb98-16/bgr/2008,864590
bat coronavirus bb98-18/bgr/2008,864591
bat coronavirus bb98-41/bgr/2008,864592
bat coronavirus bm48-31/bgr/2008,864596
bat coronavirus bm48-39/bgr/2008,864600
bat coronavirus bm48-48/bgr/2008,864601
bat coronavirus bm98-05/bgr/2008,864603
bat coronavirus bm98-65/bgr/2008,864606
bat coronavirus br98-12/bgr/2008,864609
betacoronavirus btcov/rhi_bla/bb98-22/bgr/2008,1346296
rhinolophus blasii polyomavirus 1,2029302
rhinolophus blasii polyomavirus 2,2029303
coronavirus predict cov-65,2042589
coronavirus predict cov-70,2042593
paramyxovirus predict_pmv-71,1647270
rhinolophus bat coronavirus/rwanda/441/2008,1261614
rhinolophus bat coronavirus/rwanda/445/2008,1261615
oita ledantevirus,1978544
oita rhabdovirus 296/1972,241553
paramyxovirus predict_pmv-105,2711024
paramyxovirus predict_pmv-106,2711025
mount elgon bat ledantevirus,1978542
bat coronavirus 1b br98-19/bgr/2008,864621
bat coronavirus 2b br98-19/bgr/2008,864622
bat coronavirus bb98-43/bgr/2008,864593
bat coronavirus bm48-12/bgr/2008,864594
bat coronavirus bm98-01/bgr/2008,864602
bat coronavirus bm98-13/bgr/2008,864605
betacoronavirus btcov/rhi_eur/bb98-92/bgr/2008,1346297
betacoronavirus btcov/rhi_eur/bb98-98/bgr/2008,1346298
betacoronavirus btcov/rhi_eur/bb99-04/bgr/2009,1346299
coronavirus btcov/e63/hun/2013,1511622
mediterranean horseshoe bat adenovirus 1,1530278
mediterranean horseshoe bat adenovirus 2,1530279
mediterranean horseshoe bat adenovirus 3,1530280
mediterranean horseshoe bat adenovirus 4,1530281
rhinolophus euryale polyomavirus 1,2748359
sars-like coronavirus batcov/bb9904/bgr/2008,1737344
adeno-associated virus croatia cul1_12,2778552
bat associated circovirus 1,1868218
bat associated circovirus 2,1868219
bat associated circovirus 3,1868220
bat associated circovirus 9,2169823
bat associated cyclovirus 7,1987732
bat astrovirus rf/hubei/273/2004,627554
bat astrovirus rf/shandong/a977/2006,627555
bat bunyavirus jtm,1924459
bat coronavirus a977/a970,2042700
bat coronavirus bm48-28/bgr/2008,864595
bat coronavirus bm48-34/bgr/2008,864598
bat coronavirus bm48-35/bgr/2008,864599
bat coronavirus bnm98-29/bgr/2008,864607
bat coronavirus shandong/977/2006,389165
bat sars-like coronavirus khosta-1,2836123
benxi bat virus,2010263
betacoronavirus btcov/rhi_fer/fr0711-b11/fra/2011,1346300
betacoronavirus btcov/rhi_fer/fr0711-b3/fra/2011,1346301
betacoronavirus btcov/rhi_fer/it1/ita/2009,1346302
betacoronavirus btcov/rhi_fer/it13/ita/2009,1346303
betacoronavirus btcov/rhi_fer/it15/ita/2009,1346304
betacoronavirus btcov/rhi_fer/it17/ita/2009,1346305
betacoronavirus btcov/rhi_fer/it2/ita/2009,1346306
btrf-alphacov/yn2012,1503293
btrf-betacov/hen2013,1503297
btrf-betacov/hub2013,1503298
coronavirus btcov/m8/hun/2013,1511624
coronavirus sarbatcov1,2487700
greater horseshoe bat adenovirus 1,1530289
greater horseshoe bat adenovirus hun/2009,857510
lesser horseshoe bat adenovirus teresztenye/2010,1110713
rhinolophus associated gemykibivirus 2,2004966
rhinolophus ferrumequinum alphacoronavirus hub-2013,2501926
rhinolophus ferrumequinum betaherpesvirus 2,1325402
rhinolophus ferrumequinum bocavirus,2108206
rhinolophus ferrumequinum herpesvirus 1,1195374
rhinolophus ferrumequinum paramyxovirus,1387881
rhinolophus ferrumequinum polyomavirus 1,2447814
rhinolophus ferrumequinum polyomavirus 2,2447815
rhinolophus ferrumequinum polyomavirus 3,2447816
rhinolophus ferrumequinum rhabdovirus 1,1272576
rhinolophus ferrumequinum rhabdovirus 2,1272577
rhinolophus gammaherpesvirus 1,2054179
rhinolophus picornavirus,2184397
treisdeltapapillomavirus 1,1921773
adenovirus predict_adv-60,2710993
rhinolophus hildebrandtii polyomavirus 1,1904410
bat sars-like coronavirus khosta-2,2836124
betacoronavirus btcov/rhi_hip/r07-09/spa/2010,1346307
betacoronavirus btcov/rhi_hip/r13-08/spa/2010,1346308
betacoronavirus btcov/rhi_hip/r46-03/spa/2010,1346309
betacoronavirus btcov/rhi_hip/r7-08/spa/2010,1346310
betacoronavirus btcov/rhi_hip/r77-02/spa/2010,1346311
betacoronavirus btcov/rhi_hip/r8-09/spa/2010,1346312
betacoronavirus btcov/rhi_hip/slo48/slo/2009,1346313
betacoronavirus btcov/rhi_hip/slo52/slo/2009,1346314
betacoronavirus btcov/rhi_hip/slo53/slo/2009,1346315
betacoronavirus btcov/rhi_hip/slo54/slo/2009,1346316
betacoronavirus btcov/rhi_hip/slo57/slo/2009,1346317
betacoronavirus btcov/rhi_hip/slo69/slo/2009,1346318
betacoronavirus rhinolophus hipposideros/italy/187632-2/2012,1429864
betacoronavirus rhinolophus hipposideros/italy/196814/2011,1429865
betacoronavirus rhinolophus hipposideros/italy/243585/2012,1429866
coronavirus btcov/m9/hun/2013,1511625
lesser horseshoe bat adenovirus 1,1530292
rhinolophus hipposideros betaherpesvirus 1,1325403
rhinolophus hipposideros coronavirus,1487705
rhinolophus hipposideros gammaretrovirus,2730660
rhinolophus hipposideros polyomavirus 1,2748360
adenovirus predict_adv-42,2710976
kenya bat coronavirus btky57,903595
kenya bat coronavirus btky58,903596
kenya bat coronavirus btky59,903597
paramyxovirus predict_pmv-103,2711022
paramyxovirus predict_pmv-117,2711034
bat coronavirus r.meg/australia/cov100/2007,550974
bat coronavirus bm48-32/bgr/2008,864597
bat coronavirus bm98-07/bgr/2008,864604
rhinolophus monoceros coronavirus,1881090
bat astrovirus rp/jiangxi/a860/2005,627556
longquan rhinolophus pearsonii pegivirus 1,2832088
rhinolophus pearsoni bunyavirus,1387882
rhinolophus pearsonii coronavirus 171946,2856909
rhinolophus pearsonii polyomavirus 1,2447817
rhinolophus pearsonii polyomavirus 2,2447818
bat associated cyclovirus 6,1987731
bat associated cyclovirus 8,1987733
bat astrovirus rp/fk27/guangxi,1523993
bat astrovirus rp/fk35/guangxi,1523994
paramyxovirus predict_pmv-30,1647230
rhinolophus pusillus adeno-associated virus 1,2053182
rhinolophus pusillus adeno-associated virus btaav-cxc1,2599141
rhinolophus pusillus bocaparvovirus 1,2053079
rhinolophus pusillus bocaparvovirus 2,2053080
coronavirus predict cov-25,2042552
rhinolophus simulator polyomavirus 1,2029304
rhinolophus simulator polyomavirus 2,2029305
rhinolophus simulator polyomavirus 3,2029306
rhinolophus simulator polyomavirus 4,2029307
bat associated circovirus 7,2003312
bat coronavirus rsbtcov/3716,1788431
bat mastadenovirus c,2015370
bat sars cov rs806/2006,663565
bat sars-like coronavirus rs3262-1,1415830
bat sars-like coronavirus rs3262-2,1415831
bat sars-like coronavirus rs3267-1,1415832
bat sars-like coronavirus rs3267-2,1415833
bat sars-like coronavirus rs3369,1415835
bat sars-like coronavirus rs4075,1415836
bat sars-like coronavirus rs4079,1415837
bat sars-like coronavirus rs4080,1415838
bat sars-like coronavirus rs4081,1415839
bat sars-like coronavirus rs4084,1415840
bat sars-like coronavirus rs4085,1415841
bat sars-like coronavirus rs4087-1,1415842
bat sars-like coronavirus rs4087-2,1415843
bat sars-like coronavirus rs4090,1415844
bat sars-like coronavirus rs4092,1415845
bat sars-like coronavirus rs4096,1415846
bat sars-like coronavirus rs4097,1415847
bat sars-like coronavirus rs4105,1415848
bat sars-like coronavirus rs4108,1415849
bat sars-like coronavirus rs4110,1415850
jingmen rhinolophus sinicus hepacivirus 1,2832073
longquan rhinolophus sinicus hepacivirus 1,2832076
longquan rhinolophus sinicus orthohepevirus 1,2832082
longquan rhinolophus sinicus pegivirus 1,2832093
paramyxovirus predict_pmv-44,1647244
rhinolophus bat coronavirus btcov/3716,1788484
rhinolophus bat coronavirus btcov/3772,1788486
rhinolophus bat coronavirus btcov/3990,1788498
rhinolophus bat coronavirus btcov/3992-1,1788487
rhinolophus bat coronavirus btcov/3992-2,1788488
rhinolophus bat coronavirus btcov/4017-1,1788490
rhinolophus bat coronavirus btcov/4017-2,1788491
rhinolophus bat coronavirus btcov/4030-1,1788492
rhinolophus bat coronavirus btcov/4030-2,1788493
rhinolophus bat coronavirus btcov/4060,1788494
rhinolophus bat coronavirus hku32,2586419
rhinolophus sinicus adeno-associated virus 1,2053183
rhinolophus sinicus astrovirus 1,1195369
rhinolophus sinicus bocaparvovirus,1911555
rhinolophus sinicus bocaparvovirus 2,2053081
rhinolophus sinicus coronavirus 162155,2856910
rhinolophus sinicus coronavirus 162166,2856911
rhinolophus sinicus coronavirus 162170,2856912
rhinolophus sinicus coronavirus 162171,2856913
rhinolophus sinicus coronavirus 162172,2856914
rhinolophus sinicus coronavirus 162173,2856915
rhinolophus sinicus coronavirus 162176,2856916
rhinolophus sinicus coronavirus 162177,2856917
rhinolophus sinicus coronavirus 162180,2856918
rhinolophus sinicus coronavirus 162181,2856919
rhinolophus sinicus coronavirus 162182,2856920
rhinolophus sinicus picornavirus,2184398
rhinolophus sinicus polyomavirus 1,2447819
rhinolophus sinicus polyomavirus 2,2447820
sars-like coronavirus wiv16,1739625
taiyi bat virus,2716753
wufeng rhinolophus sinicus hepacivirus 1,2832081
yinshui bat virus,2716754
rhinolophus bat alphacoronavirus strain mj_69c,1699349
rhinolophus thomasi polyomavirus 1,2447822
rhinolophus thomasi polyomavirus 2,2447823
paramyxovirus predict_pmv-137,2711054
bat coronavirus r.aur/australia/cov000/2006,550971
adenovirus predict_adv-71,2711000
simian mastadenovirus i,2170002
bat coronavirus rhhar/cii_ksa_002/bisha/saudi arabia/2013,1381363
bat coronavirus rhhar/cii_ksa_003/bisha/saudi arabia/2013,1381364
bat coronavirus rhhar/cii_ksa_004/bisha/saudi arabia/2013,1381358
paramyxovirus predict_pmv-176,2711092
bamboo rat parvovirus,2305269
kobuvirus bamboo rat,1821748
rodent associated circovirus 7,2734327
rhynchobatus djiddensis adomavirus 1,2175117
rhynchobatus djiddensis polyomavirus 1,2170102
rhynchonycteris naso betaherpesvirus,2781355
pygmy chameleon parvovirus,1670664
short-tailed pygmy chameleon adenovirus 1,1631551
landjia hapavirus,1972618
kittiwake papillomavirus 1,2562550
kittiwake papillomavirus 2,2562551
kittiwake papillomavirus 3,2562552
kittiwake papillomavirus 4,2562553
kittiwake papillomavirus 5,2562554
kittiwake papillomavirus 6,2562555
kittiwake papillomavirus 7,2562556
adenovirus predict_adv-30,2710964
adenovirus predict_adv-53,2710987
adenovirus predict_adv-54,2710988
adenovirus predict_adv-65,2710998
adenovirus predict_adv-78,2711005
adenovirus predict_adv-80,2711007
bat flavivirus belinga gb09 219,1225488
bat gb virus jfd/gabon/2005,1004050
bat orthoreovirus zfb14-130,2589879
bat paramyxovirus r_aeg_upe766/525/122,2711016
bat paramyxovirus rou_aeg/bel125/gab/2009,1112588
bat paramyxovirus rou_aeg/co2009/con/2005,1112595
bat paramyxovirus rou_aeg/co2569/con/2005,1112596
bat paramyxovirus rou_aeg/co2784/con/2006,1112590
bat paramyxovirus rou_aeg/gb09156/gab/2009,1112602
bat paramyxovirus rou_aeg/gb09164/gab/2009,1112603
bat paramyxovirus rou_aeg/gb09172/gab/2009,1112604
bat paramyxovirus rou_aeg/gb09182/gab/2009,1112605
bat paramyxovirus rou_aeg/gb1400/gab/2005,1112608
bat paramyxovirus rou_aeg/gb1404/gab/2005,1112609
bat paramyxovirus rou_aeg/gb1415/gab/2005,1112592
bat paramyxovirus rou_aeg/gb1418/gab/2005,1112610
bat paramyxovirus rou_aeg/gb1456/gab/2005,1112598
bat paramyxovirus rou_aeg/gb1493/gab/2005,1112593
bat paramyxovirus rou_aeg/gb1494/gab/2005,1112599
bat paramyxovirus rou_aeg/gb1583/gab/2005,1112640
bat paramyxovirus rou_aeg/gb1590/gab/2005,1112641
bat paramyxovirus rou_aeg/gb1704/gab/2005,1112600
bat paramyxovirus rou_aeg/gb2009/gab/2005,1112647
bat rubulavirus,2507515
chobar gorge virus,1679172
egyptian fruit bat betaherpesvirus,690692
egyptian fruit bat gammaherpesvirus,690693
kasokero orthonairovirus,1980524
kenya bat coronavirus btky05,681852
kenya bat coronavirus btky08,681855
kenya bat coronavirus btky09,681856
kenya bat coronavirus btky10,681857
kenya bat coronavirus btky11,681858
kenya bat coronavirus btky12,681859
kenya bat coronavirus btky13,681860
kenya bat coronavirus btky25,681871
kenya bat coronavirus btky28,681873
kenya bat coronavirus btky29,681874
kenya bat coronavirus btky76,903614
kenya bat coronavirus btky77,903615
kenya bat coronavirus btky78,903616
kenya bat coronavirus btky79,903617
kenya bat coronavirus btky80,903618
paramyxovirus predict_pmv-113,2711030
paramyxovirus predict_pmv-114,2711031
paramyxovirus predict_pmv-115,2711032
paramyxovirus predict_pmv-116,2711033
paramyxovirus predict_pmv-141,2711058
psipapillomavirus 1,1177762
rousettus aegyptiacus adenovirus,1967296
rousettus aegyptiacus bat coronavirus 229e-related,2691585
rousettus aegyptiacus betaherpesvirus 1,1325404
rousettus aegyptiacus betaherpesvirus 2,1325405
rousettus aegyptiacus gammaherpesvirus 1,1835095
rousettus aegyptiacus polyomavirus 1,1904411
rousettus bat coronavirus/kenya/ky06/2006,983925
rousettus polyomavirus 1,1276189
rousettus polyomavirus 2,1276190
yogue orthonairovirus,2846690
quezon mobatvirus,2501382
bat astrovirus rl/hkgs/chn/2008,934437
bat mastadenovirus f,2015375
chiropteran bocaparvovirus 5,2843941
malsoor virus,1445418
rousettus bat alphacoronavirus strain ml_32i,1699350
rousettus bat betacoronavirus ml_56i,1699351
rousettus bat betacoronavirus strain ml_101i,1699352
rousettus bat betacoronavirus strain ml_3i,1699353
rousettus bat betacoronavirus strain ml_44i,1699354
rousettus bat betacoronavirus strain ml_70i,1699355
rousettus bat betacoronavirus strain ml_7i,1699356
rousettus bat betacoronavirus strain ml_83i,1699357
rousettus leschenaultii polyomavirus 1,2447824
rousettus leschenaultii polyomavirus 2,2447825
rubulavirus yn12137/chn/2012,1348068
unidentified retrovirus,31931
rupicapra pyrenaica gammaherpesvirus 1,1647106
bovine papillomavirus 32b,1765002
chamois faeces associated circular dna virus 1,1843766
dyokappapapillomavirus 2,1961787
respirovirus chamoisrv/it2014,2730603
cervus timorensis papillomavirus 1,1163700
rusa timorensis gammaherpesvirus 1,2716996
rusa timorensis gammaherpesvirus 2,2716997
treisthetapapillomavirus 1,2170237
sambar gammaherpesvirus,2014518
roach circo-like virus,1494918
shrew herpesvirus,2007184
rynchops niger coronavirus,1934038
paramyxovirus predict_pmv-109,2711028
saccopteryx bilineata betaherpesvirus,2781356
red-bellied tamarin adenovirus,2301509
red-handed tamarin adenovirus 1,2301514
red-handed tamarin adenovirus 2.1,2301515
red-handed tamarin adenovirus 2.2,2301516
saguinus midas lymphocryptovirus 1,219817
cotton-top tamarin adenovirus,2301501
saguinus adenovirus 1,1088786
saguinus oedipus lymphocryptovirus 1,1093782
torque teno tamarin virus,687382
saimiri boliviensis boliviensis cytomegalovirus,1881009
saimiri boliviensis boliviensis lymphocryptovirus 1,1093783
saimiri boliviensis cytomegalovirus,1881010
saimiri boliviensis polyomavirus 1,1891774
saimiri sciureus polyomavirus 1,1236410
